# x_m,y_m
-413.274365,-171.164250
-417.762173,-171.030495
-422.123233,-170.674364
-426.312814,-170.106979
-430.360738,-169.339456
-434.244642,-168.405157
-437.986886,-167.259601
-441.557652,-165.925032
-445.016574,-164.323609
-448.333839,-162.544289
-451.487078,-160.553717
-454.453932,-158.418609
-457.256760,-156.050010
-459.932842,-153.536872
-462.355441,-150.812489
-464.666199,-147.899088
-466.716028,-144.874517
-468.601836,-141.694291
-470.293807,-138.380650
-471.762123,-134.966954
-473.021691,-131.408727
-474.035244,-127.783805
-474.825146,-124.081067
-475.383942,-120.300514
-475.786180,-116.442140
-475.949864,-112.572667
-475.934631,-108.669851
-475.710661,-104.711457
-475.292866,-100.753079
-474.636520,-96.783601
-473.771442,-92.825260
-472.675271,-88.900295
-471.385279,-84.975345
-469.856745,-81.150487
-468.126939,-77.359002
-466.151135,-73.645371
-463.981518,-70.009589
-461.580815,-66.473897
-459.023573,-63.016050
-456.302336,-59.636049
-453.424562,-56.356131
-450.345524,-53.198538
-447.124860,-50.163265
-443.732752,-47.261433
-440.206472,-44.481920
-436.508748,-41.835847
-432.706671,-39.312091
-428.777877,-36.899532
-424.737271,-34.553694
-420.622128,-32.307931
-416.395173,-30.117769
-412.130951,-27.960964
-407.821999,-25.748563
-403.490685,-23.502803
-399.151911,-21.134730
-394.842952,-18.666579
-390.556351,-16.053874
-386.336834,-13.263256
-382.191855,-10.294723
-378.128874,-7.203872
-374.147884,-3.912867
-370.263800,-0.466186
-366.476621,3.125053
-362.793802,6.860850
-359.192979,10.752322
-355.696516,14.799471
-352.304414,18.980058
-349.031581,23.316323
-345.892929,27.752669
-342.866093,32.322454
-339.951074,37.003439
-337.155326,41.795623
-334.449033,46.676767
-331.839647,51.657990
-329.334631,56.628102
-326.941439,61.553744
-324.682445,66.279250
-322.565103,70.782383
-320.552140,75.063139
-318.628646,79.132637
-316.824437,83.024236
-315.124598,86.826889
-313.603677,90.496122
-312.291488,94.109771
-311.210389,97.712314
-310.397658,101.248157
-309.801111,104.728416
-309.480384,108.130855
-309.360936,111.410996
-309.487489,114.624434
-309.822773,117.715573
-310.389154,120.673295
-311.216443,123.553198
-312.259919,126.299682
-313.549403,128.823798
-315.062528,131.192257
-316.762020,133.427298
-318.618064,135.506680
-320.667927,137.486002
-322.919068,139.287429
-325.334214,140.944317
-327.920819,142.456668
-330.641615,143.757763
-333.496598,144.903200
-336.493226,145.859621
-339.594227,146.604786
-342.769784,147.149812
-346.027350,147.505820
-349.329652,147.706165
-352.691605,147.650775
-356.113200,147.484199
-359.594446,147.073007
-363.075705,146.472793
-366.564433,145.639079
-370.045723,144.582984
-373.512119,143.315626
-376.948713,141.825886
-380.355503,140.158239
-383.739941,138.346044
-387.072210,136.389299
-390.382130,134.254648
-393.699513,132.031046
-397.031819,129.640660
-400.371587,127.194681
-403.696455,124.648630
-407.051152,121.991393
-410.435672,119.300801
-413.857473,116.532381
-417.301646,113.697249
-420.827821,110.873245
-424.413636,108.038128
-428.096362,105.214139
-431.853635,102.401278
-435.685458,99.588425
-439.584376,96.753341
-443.535478,93.940502
-447.523861,91.072074
-451.504791,88.225885
-455.515545,85.357464
-459.593394,82.489050
-463.708521,79.609524
-467.883286,76.752243
-472.140055,73.894973
-476.426646,71.037708
-480.772879,68.169332
-485.148936,65.278723
-489.547365,62.343644
-493.975621,59.352974
-498.411341,56.317832
-502.861979,53.227100
-507.320082,50.080775
-511.755834,46.834380
-516.161782,43.487913
-520.463391,39.930177
-524.720285,36.283486
-528.850476,32.436643
-532.846507,28.400765
-536.700923,24.186970
-540.406266,19.828615
-543.955084,15.303460
-547.354830,10.622625
-550.605503,5.797230
-553.677283,0.849508
-556.577626,-4.253896
-559.299076,-9.490746
-561.826721,-14.827686
-564.130746,-20.331434
-566.203691,-25.924156
-568.045557,-31.639212
-569.641431,-37.443244
-571.006221,-43.325132
-572.132471,-49.273759
-572.953085,-55.266893
-573.542608,-61.293407
-573.938309,-67.319940
-574.050743,-73.457693
-573.961900,-79.595465
-573.641962,-85.755500
-573.120745,-91.915554
-572.353524,-98.108990
-571.362656,-104.280210
-570.125776,-110.429215
-568.672702,-116.544885
-566.995978,-122.627218
-565.080692,-128.665099
-562.949208,-134.647403
-560.623889,-140.574131
-558.074916,-146.445283
-555.324648,-152.227500
-552.387997,-157.931901
-549.279870,-163.547362
-546.022631,-169.073884
-542.608828,-174.533703
-538.993731,-179.926824
-535.289159,-185.208760
-531.487661,-190.435107
-527.581783,-195.605865
-523.578982,-200.743272
-519.531442,-205.869561
-515.439166,-210.984732
-511.324519,-216.122141
-507.157680,-221.259551
