# x_m,y_m
669.155484,-224.396893
667.305330,-226.792579
665.404138,-229.116607
663.457979,-231.368076
661.467422,-233.534208
659.432336,-235.605320
657.354787,-237.581063
655.231256,-239.452456
653.063371,-241.222349
650.855663,-242.896856
648.609277,-244.477259
646.328040,-245.972445
644.014636,-247.385404
641.671838,-248.721807
639.300437,-249.981379
636.901621,-251.161101
634.477326,-252.263154
632.030676,-253.292142
629.561053,-254.240700
627.068415,-255.101571
624.556191,-255.875166
622.026846,-256.570907
619.480646,-257.193217
616.918821,-257.746760
614.342298,-258.240137
611.752308,-258.683685
609.149909,-259.088230
606.535981,-259.462097
603.910744,-259.810440
601.274684,-260.136521
598.628239,-260.442170
595.970662,-260.725984
593.303009,-260.987812
590.625193,-261.229299
587.936948,-261.449256
585.238671,-261.648995
582.530142,-261.830619
579.811714,-261.998307
577.082991,-262.157731
574.344985,-262.316026
571.597434,-262.479230
568.839942,-262.651796
566.074092,-262.835767
563.298784,-263.032667
560.514064,-263.242223
557.720018,-263.458151
554.916953,-263.678928
552.106543,-263.904858
549.286498,-264.138503
546.456601,-264.383370
543.618170,-264.643057
540.772482,-264.918875
537.918304,-265.210092
535.055329,-265.514605
532.183820,-265.829395
529.303601,-266.151899
526.414453,-266.481264
523.516814,-266.818496
520.610685,-267.166278
517.696639,-267.526685
514.773443,-267.902004
511.842154,-268.297235
508.905676,-268.715367
505.962337,-269.162378
503.013457,-269.647415
500.059785,-270.175205
497.102641,-270.750139
494.143168,-271.371913
491.180443,-272.040435
488.215081,-272.752259
485.246026,-273.507415
482.274818,-274.303220
479.301325,-275.137997
476.324490,-276.010739
473.344666,-276.918976
470.361939,-277.863410
467.376531,-278.845382
464.388882,-279.864069
461.399210,-280.920478
458.408484,-282.014516
455.416089,-283.146611
452.423210,-284.314963
449.430685,-285.516492
446.436094,-286.759280
443.441901,-288.041558
440.449512,-289.356587
437.455936,-290.703390
434.459986,-292.082852
431.463112,-293.492929
428.464480,-294.927677
425.462812,-296.386910
422.457580,-297.865324
419.445882,-299.360113
416.429080,-300.864628
413.405634,-302.376035
410.373609,-303.896986
407.335600,-305.427450
404.292928,-306.968617
401.243744,-308.521096
398.186772,-310.081961
395.125224,-311.646911
392.090729,-313.198684
389.123098,-314.715748
386.231481,-316.192919
383.410422,-317.630776
380.669469,-319.020385
377.999734,-320.362080
375.394487,-321.652355
372.848669,-322.888650
370.356209,-324.069958
367.915082,-325.192193
365.517680,-326.254868
363.164133,-327.246334
360.849645,-328.163296
358.565727,-329.007496
356.312643,-329.768989
354.086608,-330.453054
351.886326,-331.059110
349.711511,-331.579198
347.561392,-332.015056
345.438125,-332.363940
343.342107,-332.627100
341.273908,-332.805665
339.241163,-332.893169
337.246817,-332.888117
335.287265,-332.795695
333.364881,-332.613340
331.477839,-332.341022
329.620708,-331.973404
327.792299,-331.508963
325.994614,-330.949009
324.230050,-330.294335
322.502699,-329.547228
320.814298,-328.710707
319.166784,-327.785016
317.562027,-326.772075
